place_name,latitude,longitude,address,phone_number,review_count,ratings
Xpress Pharma,23.8068799,90.4173762,"House 13/A, Xpress Pharma, Road No. 12, Dhaka 1212",09614-977377,1,3.0
Ousodh.com,23.7815788,90.4050579,"Ousodh.com, Gp Ja-171, Wireless Gate, Dhaka 1213",01611-006100,34,4.9
Pharmacy Plus,23.7900392,90.4110523,"Pharmacy Plus, House No 76/B, Ground Floor, Rd No. 11, Dhaka 1212",01951-519466,22,4.1
Smiley Life Pharmacy,23.7728824,90.4278961,"Smiley Life Pharmacy, House no# 34,Road no# 12 ,DIT project, Dhaka 1212",01406-026852,2,5.0
Top one Pharmacy,23.7736102,90.4259279,"QCFG+C9V Top one Pharmacy, Dhaka 1212",01893-082211,10,4.4
APONALOY PHARMACY,23.7805258,90.429538,"APONALOY PHARMACY, House 18, Road Number 4, Adarsha Nagar, Dhaka 1212",01821-102931,2,5.0
Pharmacy Plus,23.7581678,90.415799,"QC58+787 Pharmacy Plus, Dhaka 1219",01552-320121,3,3.7
YHS Your Home Solution,23.7624274,90.4371195,"YHS Your Home Solution, Plot 4, Block F, main road, Dhaka 1219",01991-390368,3,5.0
Mamnoon Online Shop,23.7598239,90.4188003,"Mamnoon Online Shop, 15 DIT Road, Shop No: FF-09 Green Tower Shopping Center (1st Floor Rampura Bazaar Dhaka, 1219",01715-553566,3,5.0
M.K. Electronics | Gulshan 2 Showroom,23.7951908,90.4147073,"M.K. Electronics | Gulshan 2 Showroom, Hamid Tower, 24 Gulshan C/A, Dhaka 1212",09613-333111,196,4.0
Newton Electronics Badda,23.7807819,90.4254836,"95, Newton Electronics Badda, 5 Bir Uttam Rafiqul Islam Ave, Dhaka 1212",01844-004583,2,5.0
Habib Electronics | Electronics Store in Gulshan,23.7952339,90.4150045,"Shop no-22, Habib Electronics | Electronics Store in Gulshan, Alam Arcade 43, 1212 Madani Ave, Dhaka 1212",01998-335108,4,4.5
M.K. Electronics | Badda Showroom,23.7805381,90.4235791,"M.K. Electronics | Badda Showroom, Ta- 99 Homestead Gulshan Link Tower, Gulshan Badda Link Rd, Dhaka 1212",09613-333111,56,4.0
M.K. Electronics | Badda Showroom,23.776829,90.4290883,"M.K. Electronics | Badda Showroom, Ta- 99 Homestead Gulshan Link Tower, Gulshan Badda Link Rd, Dhaka 1212",09613-333111,56,4.0
Ridoy Electronics Plus,23.7871463,90.4305468,"233, Ridoy Electronics Plus, Uttar Badda, Satarakul Road, Dhaka 1212",01920-824300,2,5.0
Ridoy Electronics Plus,23.7664083,90.4150898,"233, Ridoy Electronics Plus, Uttar Badda, Satarakul Road, Dhaka 1212",01920-824300,2,5.0
Master Electronics,23.7959347,90.4295483,"Shop No: 9, Master Electronics, Modina Tower, Rampura, Dhaka 1219",01920-824300,2,5.0
Sayed Electric & Electronics,23.7729759,90.4056965,"111/8/2, Sayed Electric & Electronics, Mohakhali Dokkhin Para, Niketan Bazar, Gulshan, Dhaka 1212",01727-675575,1,5.0
AUTHENTIC ELECTRONICS,23.7536819,90.4152057,"AUTHENTIC ELECTRONICS, 67/B Malibagh Chowdhury Para Rd, Dhaka 1219",01914-242733,35,4.8
Sky Enterprise (Uber Retailer Point-Gulshan),23.7799233,90.4164209,"Sky Enterprise (Uber Retailer Point-Gulshan), Gulshan Shopping Center, B-75 (INSIDE, Dhaka 1212",01701-014908,6,5.0
Wellwish Electronics,23.7621475,90.4333451,"Wellwish Electronics, House-19, Road-2, D& E avenue road, Dhaka",01911-501012,2,5.0
RANGS eMART GULSHAN-2,23.7646548,90.4288993,"RANGS eMART GULSHAN-2, Baro Bhuiyan Tower, 3/A Rd 49, Dhaka 1212",01787-672154,60,4.6
Vision Emporium - Uttar Badda,23.7881521,90.4254722,"Cha-89, Vision Emporium - Uttar Badda, progoti saroni, North, 3 A Bir Uttam Rafiqul Islam Ave, Dhaka 1212",01844-608444,23,4.6
Monir Telecom & Pappu Computer Business Point,23.770151,90.3977401,"Monir Telecom & Pappu Computer Business Point, 278, East Nakhalpara, 1215 Sadeq Ali Rd, Dhaka 1215",01880-251199,3,5.0
Device Mama,23.772585,90.4089618,"House 69, Device Mama, Block D Road No. 8, Dhaka 1212",01757-555999,2,5.0
RANGS eMART GULSHAN-2,23.8024443,90.3746152,"RANGS eMART GULSHAN-2, Baro Bhuiyan Tower, 3/A Rd 49, Dhaka 1212",01787-672154,60,4.6
RANGS eMART GULSHAN-2,23.7932245,90.4043194,"RANGS eMART GULSHAN-2, Baro Bhuiyan Tower, 3/A Rd 49, Dhaka 1212",01787-672154,60,4.6
AnobaShop.com,23.7888342,90.4049597,"AnobaShop.com, House: 57/F, Road: 5, Banani, Dhaka 1206",01928-638011,39,4.9
Dolphin Computers Ltd - HP Partner,23.794222,90.3530202,"Dolphin Computers Ltd - HP Partner, Shop No 54, Ground Floor, Kamal Ataturk Avenue, Near Hotel Sheraton, Dhaka 1213",01819-461258,3,5.0
Dolphin Computers Ltd - HP Partner,23.506657,90.3443647,"Dolphin Computers Ltd - HP Partner, Shop No 54, Ground Floor, Kamal Ataturk Avenue, Near Hotel Sheraton, Dhaka 1213",01819-461258,3,5.0
Music Shop BD Gulshan - 1 Hour Express Delivery,23.7923819,90.4158318,"Music Shop BD Gulshan - 1 Hour Express Delivery, Gulshan Pink City Shopping Center, Gulshan Ave, Dhaka 1212",01745-999155,10,5.0
Mh Camera House,23.779224,90.4254511,"Shop-204, Mh Camera House, Bepari Tower, Dhaka 1212",01988-866612,7,4.4
Neptune Bazaar,23.7941821,90.4015341,"Neptune Bazaar, 79 Rd Number 4, Dhaka 1212",01701-225360,7,4.7
DCC Home Delivery,23.7797469,90.4161611,"DCC Home Delivery, Polt No-G.P.Ka-71/A, Dhaka 1212",01559-584584,3,5.0
Ashley Furniture Home Store (Gulshan),23.7894227,90.4160887,"Ashley Furniture Home Store (Gulshan), House -108 First Floor, Gulshan Ave, Dhaka 1212",01313-012571,104,4.4
Athena's Furniture & Home Décor,23.7821565,90.4160047,"Athena's Furniture & Home Décor, House # 77 Rd 24, Dhaka 1212",01972-843627,91,4.1
Fully Furnished Limited,23.8026582,90.4229304,"Fully Furnished Limited, Plot 54 Pragati Sarani, Dhaka 1212",01709-654188,81,4.4
Fully Furnished Limited,23.7494361,90.4033869,"Fully Furnished Limited, Plot 54 Pragati Sarani, Dhaka 1212",01709-654188,81,4.4
Farazy Furniture & Interior,23.7871776,90.4410675,"Farazy Furniture & Interior, East Padardia, Satarkul Rd, Dhaka 2941",01627-331904,49,5.0
Everest Home Furniture & Door Center,23.7870907,90.431796,"262, 146, Everest Home Furniture & Door Center, North Badda, Dadar Bazar, Satarkul Road, Badda, Dhaka 1212",01781-229977,5,4.2
Home pro,23.7972384,90.4069119,"Block # J, Home pro, Plot # 15 Rd No 27, Dhaka 1213",01811-225511,2,5.0
Home pro,23.7876621,90.4426086,"Block # J, Home pro, Plot # 15 Rd No 27, Dhaka 1213",01811-225511,2,5.0
LABIBA FURNITURE,23.7986672,90.4239034,"LABIBA FURNITURE, Natun Bazar Foot Over Bridge, Dhaka 1212",01877-990005,5,5.0
Sofa King Furniture,23.7829852,90.4307681,"Sofa King Furniture, House 3, Road 5 Bagan Bari, Dhaka",01712-388169,1,4.0
Zara Wood Furniture,23.7820944,90.4231953,"Zara Wood Furniture, Lane-03, House-09, Shadinota Sharoni road, Dhaka 1212",01304-040707,3,5.0
Soukhin Online Furniture,23.7891658,90.4386918,"QCRP+85R Soukhin Online Furniture, Satarkul Rd, Dhaka 1212",01304-040707,3,5.0
Metro Furniture,23.7820135,90.423122,"Metro Furniture, SHOWROOM ADDRESS : 53, Madani Avenue, 100 feet saeed Nagar, Auto Stand, Dhaka 1212",01304-040707,3,5.0
Metro Furniture,23.789767,90.4247434,"Metro Furniture, SHOWROOM ADDRESS : 53, Madani Avenue, 100 feet saeed Nagar, Auto Stand, Dhaka 1212",01304-040707,3,5.0
Metro Furniture,23.8001725,90.423285,"Metro Furniture, SHOWROOM ADDRESS : 53, Madani Avenue, 100 feet saeed Nagar, Auto Stand, Dhaka 1212",01304-040707,3,5.0
Prime king furniture,23.7883977,90.4322846,"Prime king furniture, Uttar badda satarkul road, 1212 Abdullahbag Rd, Dhaka 1212",01408-726732,13,3.7
Exclusive Home Tex (Showroom / Gulshan-2),23.7938615,90.4154339,"Exclusive Home Tex (Showroom / Gulshan-2), DCC, Gulshan DCC and Super Market, Dhaka 1212",01716-546887,24,4.1
Home Decoration And Tailoring,23.8070759,90.4163898,"Home Decoration And Tailoring, Ka-1/1, Road-13, North Baridhara, Kalachandpur, Gulshan-2, Dhaka 1212",01711-229495,1,5.0
Revolution Of Attire,23.7599549,90.4342782,"House 44, Revolution Of Attire, Rd 01, Dhaka 1216",01711-229495,1,5.0
Rain Fashion BD,23.7605107,90.4186854,"4th Floor, Rain Fashion BD, Rampura Super Market, 250 DIT Rd, Dhaka 1219",01786-432144,2,5.0
Weekend Trendz,23.7556134,90.4085287,"Weekend Trendz, Empire Hira Jheel, 503 Chairmangoli (Chairman Golli, Moghbazar, Dhaka 1217",01914-007791,1,5.0
Weekend Trendz,23.7571486,90.4417156,"Weekend Trendz, Empire Hira Jheel, 503 Chairmangoli (Chairman Golli, Moghbazar, Dhaka 1217",01914-007791,1,5.0
Key Clothing Official,23.7925413,90.4242427,"Key Clothing Official, Confidence Shopping Mall., Dhaka 1212",01613-932095,2,5.0
Exclusive Home Tex (Showroom / Gulshan-2),23.7462116,90.4110905,"Exclusive Home Tex (Showroom / Gulshan-2), DCC, Gulshan DCC and Super Market, Dhaka 1212",01716-546887,24,4.1
Exclusive Home Tex (Showroom / Gulshan-2),23.7565547,90.4118186,"Exclusive Home Tex (Showroom / Gulshan-2), DCC, Gulshan DCC and Super Market, Dhaka 1212",01716-546887,24,4.1
Coats & Collars,23.7963742,90.4060215,"Coats & Collars, House: 36 Road: 18, Dhaka 1213",01601-188401,1,5.0
Closet by Ayesha,23.7882748,90.4247046,"Closet by Ayesha, BTI Premier Plaza, Bir Uttam Rafiqul Islam Ave, Dhaka 1212",01648-899900,3,5.0
Style lover's bd,23.7626918,90.4302198,"Style lover's bd, No- 03, Block, House- 40, Road, E Rampura, Dhaka 1219",01781-739707,1,5.0
Arizalife,23.7893327,90.4041406,"Arizalife, House 35, Road 7, block G Banani Model Town, Dhaka Division, Dhaka 1213",01958-070013,4,4.8
R.S. International limited,23.7619985,90.4297376,"R.S. International limited, Dhaka",01762-438261,1,5.0
Tip Top Fashion House,23.7754225,90.4212818,"Pa-2/2, Tip Top Fashion House, South Badda, Gulshan, Dhaka 1212",01729-544570,11,4.5
Rayshaa,23.7599697,90.4183565,"Rayshaa, House: 12, Road: 3, Block: B, Dhaka 1219",01968-111199,52,5.0
Juthi Collection,23.7995016,90.4319057,"Juthi Collection, High School Road, Dhaka 1212",01930-346145,1,5.0
SCICCOSO,23.7902388,90.4103136,"SCICCOSO, House 76A, Road 11, Block M Banani, Dhaka 1213",01966-662616,50,4.3
HNG Showcase(H.N.Garments),23.7707057,90.4115305,"HNG Showcase(H.N.Garments), HNG Showcase, 204/A Bir Uttam Mir Shawkat Sarak, Dhaka 1208",01913-908187,30,4.3
MOMËNTS,23.7923565,90.4083754,"MOMËNTS, Armitage House 77, Road 12 Block E, Banani Unit A4 Dhaka, 1213",01790-951999,6,4.7
Ladies Shop BD,23.774443,90.4149586,"Ladies Shop BD, 4/A/1, Road #2, Gulshan 1, Dhaka, 1212",01711-872908,6,4.8
Saima Fashion,23.7907124,90.4059578,"House no, Saima Fashion, 70 Road No. 11, Dhaka 1212",02-8819462,41,3.9
Mr Xpert,23.7625105,90.436251,"Mr Xpert, House: 08 , Block: B, Banasree Main Rd, Dhaka 1219",01819-303050,11,5.0
CLICKSHEBA.XYZ,23.8018032,90.4311491,"CLICKSHEBA.XYZ, Dhaka 1229",01316-621056,8,4.8
SIEMENS HOME APPLIANCES SERVICE CENTER,23.7607384,90.4053549,"SIEMENS HOME APPLIANCES SERVICE CENTER, House 37/1, North Begunbari, Dhaka",01914-382265,8,4.6
SIEMENS HOME APPLIANCES SERVICE CENTER,23.7626662,90.4292617,"SIEMENS HOME APPLIANCES SERVICE CENTER, House 37/1, North Begunbari, Dhaka",01914-382265,8,4.6
Sheba.xyz,23.7788325,90.3935609,"House 454, Road No: 31, Sheba.xyz, Dhaka 1212",09678-016516,501,4.1
Subidha.app,23.7936571,90.4051149,"Subidha.app, Level 4, Awal Centre, Kamal Ataturk Ave, Dhaka 1213",09613-828204,5,4.2
AC Rent & Repair BD - Genalex Engineering and Technology.,23.7955745,90.4156405,"AC Rent & Repair BD - Genalex Engineering and Technology., Sabera Tower, Road no 52, Dhaka 1212",01830-207771,15,5.0
Rangs Electronics ltd Service Center,23.7572918,90.4114045,"Rangs Electronics ltd Service Center, 357/B Modhubag Road, Dhaka",01971-688466,5,4.6
"At Your Service (AYS) Ltd. Security Guard, Cleaning, FMS",23.7817362,90.4163841,"At Your Service (AYS) Ltd. Security Guard, Cleaning, FMS, UDAY Tower, Gulshan Ave, Dhaka 1212",01730-745530,15,5.0
Aegis Services Limited - Top Security Guard | Building Automation System | Housekeeping | Pest Control Company in Bangladesh,23.7987638,90.4034147,"Aegis Services Limited - Top Security Guard | Building Automation System | Housekeeping | Pest Control Company in Bangladesh, House#41, Road#27, Block#A, Banani, Opposite of Banani Graveyard, Dhaka 1213",01787-772244,10,5.0
Air Care,23.7796407,90.3929123,"Air Care, House-395, Level-4, Road 29, Dhaka, 1206",09617-225588,29,4.6
Friz Aire,23.7803284,90.4025567,"F- 102, Ga- 63, Friz Aire, School Road, Mohakhali, Dhaka 1212",01919-342266,2,5.0
DCS ORGANIZATION LTD.,23.7987171,90.4246777,"5th floor, DCS ORGANIZATION LTD., House 11, Road 01 Baridhara J Block, Dhaka 1212",01783-877630,29,4.0
Diamond shine cleaning service.,23.793175,90.4071831,"Diamond shine cleaning service., 49 Rd No 17, Dhaka 1213",01712-762893,56,4.8
Thanks Cleaning Services,23.8022899,90.4282302,"Thanks Cleaning Services, Dhaka 1212",01902-979412,106,4.6
All Cleaning & pest control,23.7919562,90.4062245,"All Cleaning & pest control, Dhaka Banani, 1213",01934-464051,46,4.6
All Cleaning & pest control,23.7686214,90.4038206,"All Cleaning & pest control, Dhaka Banani, 1213",01934-464051,46,4.6
Dhaka Cleaner,23.7938656,90.403838,"Dhaka Cleaner, 17 Kemal Ataturk Ave, Dhaka 1213",01886-611550,39,4.1
Clean and service,23.7810726,90.4216917,"Ground Floor, 4, Clean and service, 1-Ja Gulshan Badda Link Rd, Dhaka 1212",01711-663506,116,4.9
Clean and service,23.7558998,90.3909781,"Ground Floor, 4, Clean and service, 1-Ja Gulshan Badda Link Rd, Dhaka 1212",01711-663506,116,4.9
Diamond shine cleaning service.,23.7931582,90.4036516,"Diamond shine cleaning service., 49 Rd No 17, Dhaka 1213",01712-762893,56,4.8
NASAH Professional Cleaning,23.8018276,90.4234433,"House 4, NASAH Professional Cleaning, 6 Rd Number 9, Dhaka 1212",01894-988488,17,5.0
Thanks Cleaning Services,23.7935511,90.4234998,"Thanks Cleaning Services, Dhaka 1212",01902-979412,106,4.6
Pest Control Dhaka & Safe Cleaning Service BD,23.7834271,90.426105,"Pest Control Dhaka & Safe Cleaning Service BD, Hossain Market, House-17,2nd floor, cha#74, Dhaka 1212",01911-204891,26,5.0
Quick Knock Pest Control,23.7901837,90.4037532,"Quick Knock Pest Control, 57 Rd 04, Dhaka 1212",01714-103777,2,5.0
Sofa cleaning BD,23.7936784,90.4053664,"Sofa cleaning BD, Dhaka 1213",01629-791161,10,5.0
Healthy Tank BD,23.76217,90.4273449,"Healthy Tank BD, Road-07 House-38, Block-B, Dhaka 1219",01847-102551,71,4.5
Kitchen Hood Service XYZ,23.7756275,90.4267123,"Kitchen Hood Service XYZ, House-22, Road-4 DIT Project, Dhaka 1212",01742-514289,5,4.4
DCS ORGANIZATION LTD.,23.7987171,90.4246777,"5th floor, DCS ORGANIZATION LTD., House 11, Road 01 Baridhara J Block, Dhaka 1212",01783-877630,29,4.0
"At Your Service (AYS) Ltd. Security Guard, Cleaning, FMS",23.7817362,90.4163841,"At Your Service (AYS) Ltd. Security Guard, Cleaning, FMS, UDAY Tower, Gulshan Ave, Dhaka 1212",01730-745530,15,5.0
Home Cleaning Expert BD,23.7899097,90.4113582,"House 232, Home Cleaning Expert BD, Road No. 5, Dhaka 1213",01785-663131,4,5.0
BD CLEAN SERVICE,23.7813081,90.4163114,"BD CLEAN SERVICE, Gha-59,Shahjadpur, Dhaka 1212",01930-447737,3,5.0
Home Delivery BD.com,23.7630599,90.4298996,"Home Delivery BD.com, 485, Dhaka",01311-903450,1,5.0
Jogaan,23.7899855,90.4036334,"Jogaan, Road 08, Block F, Dhaka 1213",09614-777888,26,4.4
kDhaka.com,23.7797727,90.4160701,"Shop-5, kDhaka.com, Abir General Store, DNCC Bazar, Dhaka 1212",01811-124659,22,4.9
Sopno Online Shop,23.7849214,90.3978464,"Sopno Online Shop, Dhaka 1212",01841-231555,1,5.0
NiBO online shop,23.7921129,90.427635,"QCRH+R3R NiBO online shop, Khilbarir Tek Rd, Dhaka 1212",01715-181463,2,5.0
Home Delivery BD.com,23.7630599,90.4298996,"Home Delivery BD.com, 485, Dhaka",01311-903450,1,5.0
Dhaka,23.7808405,90.419689,Dhaka,01311-903450,300,3.4
Dhaka,23.7509974,90.3930924,Dhaka,01311-903450,300,3.4
HOME DELIVERY DAILY,23.7602923,90.4217787,"HOME DELIVERY DAILY, Ka-22/3 Sohag Plaza, School Road, Dhaka 1212",01312-712616,1,5.0
HOME DELIVERY DAILY,23.8069644,90.4276166,"HOME DELIVERY DAILY, Ka-22/3 Sohag Plaza, School Road, Dhaka 1212",01312-712616,1,5.0
GOFOOD Head Office Bangladesh,23.788272,90.4007712,"GOFOOD Head Office Bangladesh, Road # 04, House 116, Block - F, Level 2, Banani Bridge, Dhaka 1213",01619-817945,5,4.2
GOFOOD Head Office Bangladesh,23.7940109,90.3830452,"GOFOOD Head Office Bangladesh, Road # 04, House 116, Block - F, Level 2, Banani Bridge, Dhaka 1213",01619-817945,5,4.2
GOFOOD Head Office Bangladesh,23.7488794,90.4034151,"GOFOOD Head Office Bangladesh, Road # 04, House 116, Block - F, Level 2, Banani Bridge, Dhaka 1213",01619-817945,5,4.2
Jogaan,23.7899855,90.4036334,"Jogaan, Road 08, Block F, Dhaka 1213",09614-777888,26,4.4
Jogaan,23.7443541,90.3635354,"Jogaan, Road 08, Block F, Dhaka 1213",09614-777888,26,4.4
Jogaan,23.8006273,90.361572,"Jogaan, Road 08, Block F, Dhaka 1213",09614-777888,26,4.4
Sonar Courier Service Ltd.,23.7815425,90.4000746,"1st. Floor, Sonar Courier Service Ltd., 2 Bir Uttam AK Khandakar Road, Dhaka 1212",01711-521460,71,3.9
Stygen Online Gift Shop,23.773213,90.4120106,"Level-2, Stygen Online Gift Shop, House: 65, Road: 03, Block: B, Dhaka 1213",01971-971520,157,4.6
Tiffinbox,23.7918771,90.4031899,"QCR3+Q74 Tiffinbox, Rd No 13A, Dhaka 1212",01708-132132,39,3.8
SR SHOP Online BD,23.7838156,90.4227316,"QCMF+G3H SR SHOP Online BD, Dhaka 1212",09611-760760,1,5.0
Daraz.com.bd,23.7795442,90.4164619,"Daraz.com.bd, Daraz Bangladesh Limited HQ Asfia Tower Level 11 House: 76, Block: E, Rd 11, Dhaka 1213",09610-096111,187,3.4
Pizza Hut Banani,23.7913006,90.4017486,"House no 50, Pizza Hut Banani, Police Station, Ground floor, Block C Road No. 11, Dhaka 1213",09613-999777,Moderately expensive,
Unimart Gulshan 2,23.7960944,90.4149315,"House No. 23, Unimart Gulshan 2, Gulshan Centre Point, 26 Rd 90, Dhaka 1212",01955-550000,11038,4.5
Pizza Hut Gulshan 1,23.7763347,90.4167458,"Pizza Hut Gulshan 1, Road #140 SEF -1 Bir Uttam Mir Shawkat Ali Sarak New Road Rangs RD Square, Dhaka 1212",09613-888111,Moderately expensive,
Pizza Hut Gulshan 1,23.506657,90.3443647,"Pizza Hut Gulshan 1, Road #140 SEF -1 Bir Uttam Mir Shawkat Ali Sarak New Road Rangs RD Square, Dhaka 1212",09613-888111,Moderately expensive,
Pizza Hut Gulshan 1,23.741938,90.4083918,"Pizza Hut Gulshan 1, Road #140 SEF -1 Bir Uttam Mir Shawkat Ali Sarak New Road Rangs RD Square, Dhaka 1212",09613-888111,Moderately expensive,
BFC,23.7808405,90.419689,"BFC, House 7, Block C, 1st Floor, 14 Banasree Main Road, Dhaka 1219",01755-909265,Moderately expensive,
Star Kabab & Restaurant,23.7932198,90.4028846,"Star Kabab & Restaurant, House-15 Rd no. 17, Block- C, Dhaka 1213",01795-201347,Moderately expensive,
Star Kabab & Restaurant,23.7886938,90.4161263,"Star Kabab & Restaurant, House-15 Rd no. 17, Block- C, Dhaka 1213",01795-201347,Moderately expensive,
Star Kabab & Restaurant,23.7952144,90.4146463,"Star Kabab & Restaurant, House-15 Rd no. 17, Block- C, Dhaka 1213",01795-201347,Moderately expensive,
Miniso Banani,24.0810278,90.3771876,"Ground Floor), Block G, Miniso Banani, South Breeze Center, House 5, Road No. 11, Dhaka 1213",02-58153722,1792,4.3
Miniso Banani,23.7419929,90.4099252,"Ground Floor), Block G, Miniso Banani, South Breeze Center, House 5, Road No. 11, Dhaka 1213",02-58153722,1792,4.3
Miniso Banani,23.7523309,90.3754868,"Ground Floor), Block G, Miniso Banani, South Breeze Center, House 5, Road No. 11, Dhaka 1213",02-58153722,1792,4.3
KHAZANA,23.7887098,90.4178564,"KHAZANA, Plot#41 Rd 113, Dhaka 1212",01711-476379,647,4.3
DCC Home Delivery,23.7797469,90.4161611,"DCC Home Delivery, Polt No-G.P.Ka-71/A, Dhaka 1212",01559-584584,3,5.0
DCC Home Delivery,23.7937867,90.4037827,"DCC Home Delivery, Polt No-G.P.Ka-71/A, Dhaka 1212",01559-584584,3,5.0
eCobiz-Best Multi Vendor eCommerce Market Place In Bangladesh,23.7728922,90.40783,"Block-G, eCobiz-Best Multi Vendor eCommerce Market Place In Bangladesh, House-53, Niketon Road No. 8, Dhaka 1212",01885-532382,3,5.0
BMS Express Branded Online Shop In Bangladesh,23.7729557,90.4137026,"BMS Express Branded Online Shop In Bangladesh, c, House # 28 (3rd, Rd 07, Dhaka 1212",01627-355382,2,5.0
Tonnir,23.7615789,90.4359223,"Tonnir, House 43, Road 03, Block E, Dhaka 1219",01703-548685,1,5.0
Babywala Bangladesh Ltd.,23.780889,90.4047323,"Babywala Bangladesh Ltd., Medona Tower, 28, Mohakhali C/A Dhaka, 1212",01842-402402,1,4.0
ResCard Reliable Healthcare Services,23.7848239,90.3979456,"5th Floor, ResCard Reliable Healthcare Services, House # 194 Lane No 1, Dhaka 1212",01829-992008,2,5.0
HEALTHx BD,23.774515,90.4149751,"Level 5, House 26, HEALTHx BD, Road 2 Block L, Dhaka 1212",01571-016461,7,4.9
CareLit Limited Homecare,23.7846544,90.4188182,"CareLit Limited Homecare, House 15 Rd 124, Dhaka 1212",01985-222237,1,5.0
Nursing Health Care BD,23.764969,90.4155614,"Nursing Health Care BD, Mahanagar Project, House 42 Rd 1, Dhaka 1219",01728-039681,1,5.0
MedEasy HQ,23.7586805,90.4289018,"Level: 3, Road: 14, Block: C 180/6, MedEasy HQ, Abdullah Park, 23/C Banasree Main Rd, Dhaka 1219",01844-671112,30,5.0
plexusd,23.8019655,90.4233786,"plexusd, Dhaka 1229",01313-096661,15,4.6
AmarLab,23.7917868,90.4210422,"2 Level 3, AmarLab, House 15 Rd 105, Dhaka 1212",01879-443333,9,4.1
Health Bondhu Limited,23.779914,90.4260563,"Health Bondhu Limited, Nurjahan Villa, Suite # A6, House # Sha-22, Gulshan Badda Link Rd, Dhaka 1212",01301-239163,24,5.0
MR Peace Home Care Ltd,23.8731457,90.3988214,"MR Peace Home Care Ltd, GULSHAN-2, NOTUN BAZAR, VATARA Dhaka, 1212",01754-839059,30,5.0
Familydoctors bd,23.7945219,90.4250337,"Familydoctors bd, Japan School Road, Baridhara J Block Rd, Dhaka 1212",01756-221122,3,5.0
Praava Health,23.7933545,90.4023838,"Praava Health, Plot 9 Rd No 17, Dhaka 1212",09666-710648,1089,4.4
Imran Home Care Pvt. Ltd.,23.798585,90.4287795,"Imran Home Care Pvt. Ltd., House#2, Road- Near Social Islami Bank, Natun Bazar, Vatara, Dhaka 1212",01719-661366,22,4.8
Ceragem Bangladesh Ltd.,23.7918426,90.4119672,"Flat-8A, Plot-30 CWN(A, Ceragem Bangladesh Ltd., Mobarak Saleha Heights, 43 Rd 42, Dhaka 1212",01784-466489,9,4.8
Islamic Life Academy - Online Learning Platform,23.7669893,90.4293287,"House 4, Floor, Islamic Life Academy - Online Learning Platform, 2 Rd 3, Dhaka 1212",01401-444888,19,4.8
Home Patient Care BD,23.7919393,90.4152553,"Home Patient Care BD, 121d Gulshan Ave, Dhaka 1212",01568-400418,2,3.0
Sheba Nursing Home Care,23.7984091,90.353066,"Sheba Nursing Home Care, Road No-1, House No-4, Gulshan, New Bazar, Bhatara, 3 ft Road adjacent Dhaka, 1212",01727-264178,1,4.0
Sheba Nursing Home Care,23.779809,90.4237445,"Sheba Nursing Home Care, Road No-1, House No-4, Gulshan, New Bazar, Bhatara, 3 ft Road adjacent Dhaka, 1212",01727-264178,1,4.0
My Doctors Limited,23.7750735,90.4132459,"My Doctors Limited, BRAC Kumon Limited (Head Office), Niketon Bridge, Road No. 1, Dhaka 1212",01929-331133,1,5.0
Geriatric centre (Home Visit service ) by Dr Mahbub Shahriar and Dr Altaf Hossain,23.7629852,90.4274331,"22, Geriatric centre (Home Visit service ) by Dr Mahbub Shahriar and Dr Altaf Hossain, 28 Rd Number 5, Dhaka 1219",01675-120008,2,5.0
Familydoctors bd,23.7945219,90.4250337,"Familydoctors bd, Japan School Road, Baridhara J Block Rd, Dhaka 1212",01756-221122,3,5.0
Familydoctors bd,23.7972242,90.4361113,"Familydoctors bd, Japan School Road, Baridhara J Block Rd, Dhaka 1212",01756-221122,3,5.0
Cancer Home,23.780395,90.408091,"Cancer Home, 53 Mohakhali, oposite TB gate water tank., Dhaka 1212",02-9861111,3,3.7
Nursing Health Care BD,23.764969,90.4155614,"Nursing Health Care BD, Mahanagar Project, House 42 Rd 1, Dhaka 1219",01728-039681,1,5.0
Praava Health,23.7933545,90.4023838,"Praava Health, Plot 9 Rd No 17, Dhaka 1212",09666-710648,1089,4.4
Medical Directory Bangladesh | Doctors Directory Bangladesh |,23.788687,90.416153,"Medical Directory Bangladesh | Doctors Directory Bangladesh |, RM Center, (2nd Flooar),, 101 Gulshan Ave, Dhaka 1212, Bangladesh, Dhaka 1212",01611-336825,21,4.4
Medical Directory Bangladesh | Doctors Directory Bangladesh |,23.8046991,90.35618,"Medical Directory Bangladesh | Doctors Directory Bangladesh |, RM Center, (2nd Flooar),, 101 Gulshan Ave, Dhaka 1212, Bangladesh, Dhaka 1212",01611-336825,21,4.4
Family Pharma & Doctor's Chamber,23.7922526,90.4307107,"Family Pharma & Doctor's Chamber, 1105, Purbo Kilbarirtek, Dhaka 1212",01915-384443,1,5.0
Ruma's Kitchen Home Made,23.8036582,90.4298629,"Ruma's Kitchen Home Made, House No-3, Muktijodhdha Siraj Road, Sarkar Bari, Dhaka 1212",01708-415717,4,4.8
Ruma's Kitchen Home Made,23.7778654,90.4162872,"Ruma's Kitchen Home Made, House No-3, Muktijodhdha Siraj Road, Sarkar Bari, Dhaka 1212",01708-415717,4,4.8
KNACK,23.7804304,90.4022018,"KNACK, Dhaka 1212",01303-960229,15,4.2
